POA_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA4036,0,3,9,11,9,8,0,0,0,41,0,11,18,45,30,9,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,10,8,0,28,0,0,0,3,0,0,0,0,0,11,0,5,5,14,9,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,3,0,17,4,4,3,6,0,42,0,4,0,6,0,0,0,0,0,5,0,3,3,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,0,0,0,0,0,20,0,0,7,3,4,0,0,0,0,11,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,5,0,10,10,41,21,16,7,4,0,109,14,20,25,81,43,24,23,18,11,252,479,858,772,1963,856,706,534,224,102,6502
POA4037,0,0,0,3,4,6,0,0,0,17,0,0,3,13,0,6,0,0,0,27,0,0,0,9,3,3,3,0,0,20,0,3,0,11,10,5,7,0,0,41,0,0,0,3,3,0,0,0,0,8,0,21,45,52,58,15,7,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,10,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,3,8,7,3,3,0,0,38,0,0,0,4,0,0,0,0,0,4,0,4,0,6,10,3,4,0,0,31,0,0,3,7,15,5,0,0,0,26,0,4,7,44,25,24,12,5,5,124,8,27,36,56,54,31,23,5,0,242,498,1439,1166,2022,1414,809,480,124,28,7973
POA4051,0,12,11,40,38,14,4,3,0,118,3,12,10,72,17,18,12,3,0,140,0,0,0,20,6,6,8,7,7,52,0,6,12,35,31,13,15,10,4,114,4,8,7,33,5,0,0,0,0,54,0,3,26,86,24,21,7,3,3,174,0,0,0,0,0,0,0,0,0,6,3,3,3,34,9,8,7,0,3,70,0,0,14,17,3,3,0,0,0,42,0,9,15,39,0,3,3,0,0,70,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,0,0,0,0,14,4,33,20,62,30,15,10,3,0,179,0,3,9,27,12,8,8,0,0,65,0,3,3,10,10,7,5,0,0,30,0,0,3,21,0,6,3,0,0,29,11,37,74,307,55,42,46,11,10,594,66,102,232,497,213,136,89,72,79,1480,1743,3378,4600,9102,3798,2293,1427,763,433,27531
POA4053,0,13,26,52,43,24,9,4,0,176,0,20,34,108,82,69,22,7,0,329,0,0,0,22,3,26,9,4,11,80,0,3,4,43,38,42,42,28,13,222,0,3,7,36,12,3,5,3,0,64,4,24,44,198,46,37,25,3,0,385,0,0,0,5,3,3,4,0,0,13,4,7,3,47,17,29,17,7,3,141,0,4,8,36,3,3,3,0,0,64,0,34,25,52,13,7,3,0,0,137,0,0,4,7,0,0,0,0,0,17,0,0,0,3,0,0,0,0,0,7,5,22,37,75,25,19,12,4,0,192,0,3,4,29,25,11,10,0,0,91,0,0,0,17,8,7,3,3,3,42,0,3,8,26,14,12,5,0,0,63,8,43,100,370,143,101,63,37,30,899,96,150,237,600,234,205,164,109,61,1846,3060,5361,5614,13679,5605,4396,3433,1907,922,43986
POA4054,0,0,0,19,11,3,3,4,0,49,0,9,6,38,12,10,4,4,0,78,0,0,0,3,0,4,0,0,3,10,0,0,0,15,16,14,16,6,3,66,0,0,0,9,5,3,0,0,0,21,0,5,11,51,29,9,8,0,0,104,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,5,0,11,0,0,0,5,0,0,0,0,0,5,3,16,8,11,0,0,0,0,0,38,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,8,10,19,14,3,4,3,0,57,0,4,0,8,8,4,3,0,0,23,0,0,0,3,3,4,3,0,0,20,0,0,0,8,6,3,4,0,0,18,3,16,21,89,40,42,14,11,7,250,28,41,50,134,60,52,63,37,21,484,996,1821,1540,3915,1761,1393,1246,630,304,13620
POA4055,0,3,9,23,17,10,0,3,0,74,3,5,3,35,8,11,4,4,0,73,0,0,0,17,0,9,0,0,0,36,0,5,4,31,30,13,21,10,8,126,0,0,0,7,3,0,6,0,0,18,0,29,44,84,68,24,12,3,3,277,0,0,0,0,0,5,0,0,0,6,0,0,3,11,10,12,7,0,0,45,3,5,0,4,0,0,0,0,0,14,3,11,4,15,4,3,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,8,8,29,13,6,7,3,0,72,0,0,0,4,6,0,0,0,0,10,0,0,0,5,9,3,4,0,0,17,0,0,3,18,16,10,5,0,0,44,0,12,21,119,58,38,22,6,3,289,24,66,47,173,88,72,71,48,63,652,1430,3258,2477,5614,2991,2173,1777,552,283,20561
POA4059,0,3,19,39,15,0,0,0,0,75,0,3,8,43,9,8,0,0,0,67,0,0,0,16,0,0,0,0,5,25,0,0,3,21,14,8,8,4,0,63,0,6,54,35,5,0,0,0,0,97,0,0,30,42,3,13,3,3,0,91,0,0,0,0,0,0,0,0,3,3,0,3,7,34,3,0,0,0,0,56,0,0,30,46,6,0,0,0,0,84,0,3,11,18,4,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,11,5,6,17,36,11,7,0,0,0,86,4,13,15,48,3,0,3,0,0,91,0,0,3,4,6,0,0,0,0,11,0,0,10,18,4,0,0,0,0,27,77,112,129,469,47,9,10,8,4,858,42,51,218,410,116,78,63,28,37,1042,650,1180,3375,5149,1399,828,521,234,153,13495
POA4060,0,0,10,19,16,3,3,0,0,55,0,0,8,10,8,0,0,0,0,24,0,0,0,8,0,3,3,0,0,17,0,3,0,19,18,12,6,0,3,62,0,12,0,9,0,3,3,0,0,25,0,0,10,48,20,12,3,0,0,92,0,0,0,0,0,0,0,0,0,5,0,0,0,11,8,6,0,0,0,32,0,3,0,8,0,0,0,0,0,14,0,3,3,7,4,3,0,0,0,28,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,20,11,29,12,4,8,0,0,98,0,0,0,3,3,6,0,0,0,13,0,0,0,3,0,4,0,0,0,17,0,0,0,19,7,3,0,0,0,25,3,22,17,117,45,30,16,10,0,254,28,70,61,171,118,80,46,25,19,615,798,2064,1979,3443,2083,1349,779,354,176,13039
POA4061,0,0,3,20,14,3,4,0,0,49,0,3,3,27,16,7,0,0,0,62,0,0,0,6,3,12,3,4,0,35,0,16,3,39,29,24,20,16,3,154,3,6,8,14,11,11,0,5,0,55,0,38,39,114,66,36,29,5,0,332,0,0,0,0,0,3,3,0,0,6,0,0,0,9,0,9,9,3,0,25,0,3,0,9,7,0,4,0,0,29,0,0,7,12,3,0,0,0,0,27,0,0,0,7,9,3,11,3,0,32,0,0,0,4,0,0,0,0,0,3,3,19,16,20,21,18,9,4,0,103,0,0,3,3,3,4,0,0,0,10,0,3,0,7,8,0,7,0,0,25,0,0,0,8,10,13,3,0,0,37,4,42,34,142,71,48,47,19,4,406,35,54,50,178,97,81,56,30,15,601,930,2628,2130,3766,2554,1994,1608,813,279,16692
POA4064,0,0,4,15,12,3,3,0,0,38,0,0,5,29,3,4,0,0,0,48,0,0,0,14,0,4,3,4,0,23,0,3,7,26,11,10,5,4,0,64,4,4,14,13,0,6,0,0,0,38,0,0,12,42,9,4,4,3,0,76,0,0,0,3,0,0,4,3,0,4,0,0,0,6,3,0,0,0,0,8,0,0,8,14,4,0,0,0,0,31,0,0,0,16,3,3,0,0,0,27,0,0,0,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,7,9,15,16,40,10,6,4,3,0,105,0,0,0,4,8,0,0,0,0,16,3,0,0,9,0,0,0,0,0,19,0,0,3,6,3,0,0,0,0,13,9,16,52,166,38,25,10,8,4,334,26,48,127,269,99,61,30,24,5,680,571,1020,1861,4156,1313,1011,578,226,107,10837
POA4065,0,0,0,3,7,3,0,0,0,18,0,0,0,7,0,0,0,0,0,10,0,0,0,7,0,3,0,0,0,11,0,0,3,18,12,14,5,6,0,65,3,8,4,5,0,7,3,0,0,20,0,8,8,45,30,7,5,0,0,112,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,15,0,0,5,7,0,0,0,0,0,11,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,19,15,27,15,5,8,0,0,86,0,0,0,3,0,0,0,0,0,3,0,0,0,3,5,0,3,0,0,9,0,0,3,18,8,0,0,0,0,21,0,16,11,75,35,17,12,3,5,169,22,50,53,122,66,41,35,9,11,413,630,1500,1254,2537,1540,964,616,297,165,9500
POA4066,0,3,10,19,12,11,3,0,0,53,0,7,12,57,12,8,3,0,0,102,0,0,0,3,0,0,0,0,3,15,0,0,4,20,15,13,4,3,0,61,0,3,61,50,3,4,0,0,0,121,0,0,47,69,25,21,8,0,0,173,0,0,0,0,7,0,0,3,0,5,0,0,8,25,4,0,6,0,0,47,0,0,25,69,8,12,0,0,0,116,0,3,6,42,3,3,0,0,3,69,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,8,11,27,80,17,11,8,5,0,162,0,3,20,27,3,0,0,0,0,54,0,0,6,9,7,0,6,0,0,21,0,0,8,20,3,0,0,0,0,39,4,16,110,287,51,40,31,18,3,566,27,42,319,491,105,109,85,38,10,1233,698,1221,4074,6226,1597,1332,987,418,136,16698
POA4067,0,0,3,21,3,0,0,0,0,31,0,0,10,24,3,0,4,0,0,40,0,3,0,6,0,3,0,0,0,12,0,0,7,4,4,9,6,4,3,37,4,3,268,95,5,0,0,0,0,373,0,5,39,24,11,11,6,4,0,96,0,0,0,0,0,0,0,0,0,0,0,11,16,30,8,11,7,3,0,82,0,3,35,45,9,8,3,0,0,101,0,0,29,18,5,0,3,0,0,52,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,0,12,0,18,46,47,12,4,11,0,0,146,18,37,39,128,9,5,0,0,0,234,0,0,0,0,0,6,0,0,0,11,0,0,0,10,3,0,3,0,0,17,17,47,166,205,24,20,20,10,6,512,15,34,294,207,63,43,47,22,13,737,339,723,3890,3050,700,687,604,297,126,10424
POA4068,0,14,21,31,18,18,4,4,0,115,4,14,25,80,13,13,5,0,0,149,0,0,0,17,10,5,0,0,0,35,0,8,6,21,15,20,22,14,0,102,0,13,61,84,16,12,8,4,0,188,0,16,58,128,53,49,23,9,0,326,0,0,0,3,3,7,3,3,0,12,4,16,15,55,15,8,11,3,3,128,0,17,36,94,23,17,16,0,0,204,0,5,14,35,4,4,6,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,10,34,55,70,44,21,19,8,0,264,3,15,12,67,18,15,0,0,0,142,0,3,0,8,4,0,7,0,0,29,0,0,13,21,11,11,3,3,0,57,49,74,166,487,92,51,33,15,13,981,51,71,232,401,111,115,89,65,60,1193,1102,2315,5269,7467,2479,2143,1586,801,451,23617
POA4069,0,4,15,49,59,41,7,12,6,182,0,8,14,47,20,25,8,3,0,125,0,3,0,17,10,20,5,3,0,62,0,21,16,43,74,57,42,24,13,284,4,16,27,53,21,16,17,3,0,151,10,103,205,306,244,180,71,46,9,1180,0,0,0,3,3,3,0,0,0,12,0,18,18,51,50,39,38,11,4,232,0,3,10,39,19,30,12,0,0,123,0,3,15,23,11,6,5,0,0,58,0,0,0,0,0,6,0,0,0,8,0,0,0,0,5,3,0,0,0,16,11,79,73,79,65,46,31,8,5,391,0,3,13,32,24,4,3,0,0,81,4,7,7,12,29,10,17,5,0,92,0,7,20,47,59,48,13,0,0,189,14,123,80,275,178,151,86,40,18,962,36,125,125,234,188,181,122,87,47,1156,1697,5138,4644,6882,5313,4143,3311,1669,825,33627
POA4070,0,3,9,16,25,7,4,3,0,63,0,10,9,22,13,8,0,0,0,59,0,0,0,15,0,0,0,0,0,19,0,13,9,17,38,11,15,6,4,120,0,10,3,22,8,3,0,3,0,52,3,47,98,169,105,57,31,7,4,516,0,0,0,0,0,5,0,0,0,7,0,4,8,16,16,14,4,0,0,69,0,4,11,9,10,3,3,0,0,31,0,6,0,12,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,13,7,19,18,15,3,4,0,76,0,0,0,0,6,7,3,0,0,15,0,0,0,6,7,0,8,3,0,25,0,0,19,24,29,18,6,3,0,101,0,17,21,91,52,34,29,8,0,269,25,55,57,101,70,35,38,32,3,412,746,1912,1626,2833,1848,1188,902,444,115,11613
POA4072,0,0,10,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,73,9,0,0,0,0,0,81,0,0,36,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,11,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,0,0,0,0,0,29,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,36,4,0,0,0,0,0,43,0,0,34,3,0,0,0,0,0,34,0,5,2039,82,3,11,6,0,0,2152
POA4073,0,0,0,7,3,9,0,0,0,24,0,3,0,21,9,7,4,0,0,44,0,0,0,9,11,8,0,3,0,35,0,7,3,9,15,18,6,3,6,72,0,6,12,8,7,3,3,0,0,45,0,26,27,74,43,22,9,4,3,211,0,0,0,0,0,6,0,0,3,11,0,11,10,29,29,30,15,5,4,129,0,3,3,16,3,12,0,0,0,34,0,0,0,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,11,4,6,3,0,0,0,33,0,0,8,53,44,51,17,13,3,188,0,0,0,3,8,0,3,0,0,15,0,0,8,14,11,15,3,3,0,54,7,24,18,93,48,42,21,22,14,286,15,17,29,61,42,31,26,14,14,258,598,1372,1053,2332,1376,1103,667,357,272,9138
POA4074,0,8,12,33,18,19,3,4,0,102,0,8,26,65,44,19,21,3,0,190,0,0,0,7,3,10,4,3,8,32,0,13,7,40,36,29,36,21,0,181,7,16,21,36,21,31,21,0,0,150,0,20,82,136,92,67,53,6,0,464,0,0,0,3,6,6,8,0,0,22,0,13,30,60,71,73,40,14,0,301,3,5,17,79,23,47,20,3,0,186,0,3,8,36,6,5,4,3,0,71,0,0,0,0,7,6,0,0,0,21,0,0,0,3,4,3,0,0,0,17,0,16,16,45,20,17,17,3,0,139,0,10,16,152,137,122,50,20,6,511,0,0,3,3,4,11,8,0,0,32,0,0,9,32,31,14,5,0,0,98,6,49,48,228,148,118,63,29,12,695,35,60,73,191,125,97,92,31,19,723,1486,3126,2990,6281,3338,3051,2312,841,312,23735
POA4075,0,4,3,33,23,11,4,3,0,80,3,13,31,76,27,13,10,0,0,174,0,3,0,16,8,12,7,8,9,52,3,13,12,36,31,28,10,17,4,151,4,12,4,18,5,4,0,0,0,48,0,11,27,95,31,21,14,6,3,205,0,0,0,0,0,0,0,4,0,4,0,12,13,30,17,8,5,3,3,93,0,4,0,29,0,6,4,0,0,44,4,5,6,25,16,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,3,26,19,51,25,4,13,5,5,151,0,11,12,161,106,108,31,13,3,451,0,3,3,11,5,5,5,0,0,35,0,0,3,19,12,8,0,0,0,46,19,64,58,283,115,53,51,33,14,683,69,105,149,422,167,118,98,88,134,1353,1600,3245,2963,6938,3134,2325,1702,877,574,23352
POA4076,0,0,0,6,3,0,0,0,0,12,0,6,18,36,20,12,0,3,0,98,0,0,0,3,3,0,3,0,6,18,0,0,4,4,0,3,0,0,0,6,0,0,0,7,0,4,0,0,0,7,0,0,3,19,0,3,3,0,0,29,0,0,0,0,3,7,0,3,3,11,0,0,5,35,3,4,0,0,0,50,0,0,0,17,0,0,0,0,0,17,0,4,0,9,3,0,0,0,0,19,0,0,0,0,3,3,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,3,17,0,3,0,0,0,29,3,20,45,218,127,151,61,31,8,666,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,7,8,54,65,122,55,36,17,11,9,373,42,35,79,186,63,54,22,33,11,525,366,579,1317,3556,964,678,365,211,70,8107
POA4077,0,0,5,21,3,11,6,0,0,38,4,34,64,214,88,49,23,10,3,483,0,0,3,10,3,3,9,4,8,39,0,4,0,8,13,10,21,15,11,95,0,0,3,14,7,9,5,0,0,41,0,3,4,25,3,7,10,6,3,57,0,0,0,4,3,9,8,7,0,27,0,21,27,102,29,16,11,8,0,202,0,0,3,20,0,0,0,0,0,35,0,0,7,23,7,4,3,0,0,46,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,12,4,19,4,0,7,6,0,52,26,171,407,1749,1011,757,291,151,62,4630,0,0,3,3,4,0,10,3,3,25,0,3,0,20,0,3,0,0,0,28,73,407,587,981,463,257,108,72,21,2962,304,418,428,953,363,258,218,136,55,3139,2572,4403,4650,8766,3750,2900,1943,1242,527,30758
POA4078,0,3,3,24,13,3,0,0,0,51,4,25,51,140,83,55,12,5,0,383,0,0,0,15,6,21,9,6,3,65,0,4,5,21,33,33,35,14,3,138,0,3,5,16,5,9,3,0,0,49,3,20,59,102,82,35,19,9,3,326,0,0,0,16,14,0,3,4,0,40,0,20,25,125,79,61,23,15,4,353,0,0,12,33,12,7,3,3,0,80,0,3,0,27,3,9,0,0,0,44,0,0,3,11,6,4,3,0,0,23,0,0,0,0,0,0,0,0,0,6,3,4,17,23,18,3,19,0,0,87,3,28,55,481,249,168,58,13,13,1072,0,0,0,7,4,11,4,0,3,29,0,9,6,38,20,17,11,0,0,99,8,99,161,395,267,167,100,40,16,1252,80,189,148,364,194,129,102,41,17,1261,1863,3953,3605,7374,3870,2577,1627,717,214,25806
POA4101,0,4,25,20,22,6,3,0,0,84,0,10,17,80,18,11,3,0,0,145,0,0,0,21,5,4,0,3,0,37,0,5,7,38,17,25,8,8,3,109,0,7,26,43,7,5,4,0,0,98,0,0,23,75,22,4,3,0,0,137,0,0,0,3,14,0,3,0,0,24,0,38,26,51,31,3,3,0,0,156,0,10,77,155,23,25,0,0,0,294,0,6,19,76,9,0,3,0,0,118,0,0,0,0,0,0,0,0,0,3,0,4,0,23,5,0,0,0,0,39,6,18,49,172,29,26,12,0,0,304,6,25,44,144,66,65,36,15,7,403,0,0,0,10,10,3,0,5,0,28,0,0,5,11,7,6,0,0,0,33,18,56,209,704,96,52,51,25,20,1242,64,150,371,917,283,238,87,50,22,2188,697,1922,4290,9068,2817,2084,1146,574,260,22861
POA4102,0,0,0,16,3,7,0,0,0,20,0,8,6,42,5,9,4,0,0,72,0,0,0,10,0,8,3,0,3,20,0,0,3,4,3,5,0,0,0,21,0,0,15,20,0,3,0,0,0,46,0,0,16,14,10,5,0,0,0,42,0,0,0,3,0,0,7,4,0,12,3,3,3,28,3,0,0,0,0,46,0,0,27,60,3,6,3,3,0,105,0,0,21,33,3,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,10,12,32,6,0,0,0,0,53,0,0,14,50,29,34,11,7,0,149,0,0,3,3,0,5,0,0,0,7,0,0,3,0,4,0,0,0,0,7,4,10,71,249,36,19,14,15,8,431,19,28,150,322,88,53,37,30,8,736,290,561,1616,3139,809,582,388,199,82,7660
POA4103,0,3,6,17,16,7,0,0,0,55,0,3,15,68,17,20,11,3,0,128,0,0,4,15,0,0,7,0,0,32,0,0,3,12,7,11,3,8,3,48,0,0,11,29,0,0,0,0,0,41,0,0,31,41,15,9,0,3,0,102,0,0,0,0,0,3,0,0,0,9,0,4,18,64,9,12,8,0,0,117,0,0,9,49,4,3,5,0,0,76,0,3,21,28,9,0,0,0,0,57,0,0,0,0,0,0,0,0,0,5,0,0,5,3,3,5,0,0,0,11,0,10,21,60,16,5,3,3,3,120,0,3,35,83,39,44,8,0,3,215,0,0,3,5,3,3,0,0,0,13,0,0,0,17,0,0,0,0,0,20,7,14,84,339,66,46,35,18,8,616,35,49,184,393,118,81,49,25,18,949,723,1071,2785,5670,1676,1262,625,337,168,14316
POA4104,0,0,3,9,6,5,0,0,0,16,0,6,3,17,9,3,3,0,0,44,0,0,0,10,3,0,3,0,0,15,0,0,0,13,7,3,3,4,0,34,0,3,0,8,3,0,4,0,0,18,0,0,5,16,5,0,0,3,0,36,0,0,0,0,0,0,3,0,3,3,0,0,3,19,4,3,6,3,0,31,0,0,0,16,3,0,0,0,0,21,0,3,9,14,3,3,0,0,0,28,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,6,3,0,10,18,3,3,7,0,3,47,0,0,9,10,5,0,0,0,0,28,0,0,0,0,0,0,0,3,0,3,0,0,3,7,0,6,0,0,0,17,0,15,28,132,31,28,24,9,3,271,20,37,78,157,69,66,35,25,23,509,307,599,1039,1981,887,689,463,361,208,6535
POA4105,0,7,17,19,15,0,0,3,0,56,3,8,12,46,24,14,0,3,0,108,0,0,0,7,3,5,7,3,0,18,0,0,0,14,11,14,12,3,3,54,0,3,3,14,0,0,0,0,0,26,0,0,6,32,8,5,8,3,0,63,0,0,3,9,6,6,3,6,0,35,0,3,12,59,14,3,3,0,0,92,3,3,3,32,0,5,3,0,0,50,0,0,6,12,0,0,0,0,0,29,0,0,0,0,3,0,5,0,0,4,0,0,0,3,0,0,3,0,0,11,0,13,9,35,14,13,7,3,0,86,0,3,6,43,44,25,9,14,0,142,0,0,0,3,0,0,3,0,0,11,0,0,0,17,3,0,3,0,0,24,11,27,71,291,90,61,25,17,6,604,39,50,115,258,116,75,62,34,12,769,893,1377,1835,4535,1808,1335,860,481,197,13321
POA4106,0,0,0,3,0,0,0,0,0,3,0,0,3,10,0,3,4,0,0,22,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,5,0,0,0,0,4,0,0,0,0,8,0,0,3,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,0,0,0,0,20,0,0,0,7,0,0,0,0,0,9,0,7,3,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,4,3,3,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,16,24,45,11,3,4,3,17,124,10,11,22,64,15,11,8,0,3,132,117,137,239,566,205,139,77,56,62,1595
POA4107,0,3,0,6,4,7,0,0,0,27,0,5,4,12,9,5,0,0,0,44,0,0,0,5,3,0,0,6,3,16,0,0,0,3,7,0,8,3,5,30,0,0,0,5,0,3,3,0,0,15,0,0,0,12,9,0,0,0,0,24,0,0,0,4,0,0,0,0,0,7,0,3,0,10,3,3,0,3,0,26,0,0,8,17,3,0,0,0,0,30,0,0,3,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,5,3,0,0,0,0,16,0,0,5,20,3,12,7,3,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,4,16,35,120,36,22,15,11,4,253,20,39,45,118,42,61,26,26,4,384,429,763,797,2150,766,580,307,308,190,6290
